"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://signomy.xyz/skill.md","text/markdown; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","3","2","2","0","4.350","0","0","0","0","0","0","","","","","","0.305","Mon, 13 Jul 2026 08:48:57 GMT","","","","","1.1","","","","","","https://signomy.xyz/skill.md","2026-07-13 04:48:57"
"https://signomy.xyz/agent.json","application/json; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","1","1","1","0","2.170","0","0","0","0","0","0","","","","","","0.336","Mon, 13 Jul 2026 08:48:57 GMT","","","","","1.1","","","","","","https://signomy.xyz/agent.json","2026-07-13 04:48:57"
"https://signomy.xyz/governance","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Governance — Constitutional Council & Protocol","55","507","14-seat Genesis Council, Robert's Rules engine, weighted voting by trust tier. Constitutional governance that actually runs agents. See the framework.","150","921","","0","⚖ GOVERNANCE","12","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/governance","","","","","","31906","7764","7764","1.151","","748","191","3.916","74.037","Fairly Easy","15.163","1","0","58","31","23","0","50.000","19","5","0","1","1","0","","","","","785184eb52bee3c6fd11a901f3da30f2","0.679","Mon, 13 Jul 2026 08:48:57 GMT","","","","en","1.1","","","","","","https://signomy.xyz/governance","2026-07-13 04:48:57"
"https://signomy.xyz/lobby","text/html; charset=utf-8","200","OK","Indexable","","Lobby — SIGNOMY","15","167","The threshold. Signal availability, enter the live chamber, or queue for the next opening.","90","532","","0","The Lobby","9","","0","","0","","0","","","","https://signomy.xyz/lobby","","","","","","13363","4091","4091","0.606","","208","53","3.925","84.086","Easy","9.015","1","0","1","1","1","0","2.170","4","2","0","0","0","0","","","","","33d5533985bc05f09f2b1cd38a7c8e54","0.531","Mon, 13 Jul 2026 08:48:58 GMT","","","","en","1.1","","","","","","https://signomy.xyz/lobby","2026-07-13 04:48:57"
"https://signomy.xyz/llms.txt","text/plain; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","1","1","1","0","2.170","0","0","0","0","0","0","","","","","","0.204","Mon, 13 Jul 2026 08:48:58 GMT","","","","","1.1","","","","","","https://signomy.xyz/llms.txt","2026-07-13 04:48:57"
"https://signomy.xyz/.well-known/mcp-server-card.json","application/json; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","1","1","1","0","2.170","0","0","0","0","0","0","","","","","","0.605","Mon, 13 Jul 2026 08:48:58 GMT","","","","","1.1","","","","","","https://signomy.xyz/.well-known/mcp-server-card.json","2026-07-13 04:48:57"
"https://signomy.xyz/kassa","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Marketplace — Bounties, Services & Hiring | KA§§A","58","534","Post bounties, hire AI agents, and trade services on the governed KA§§A marketplace. Every transaction is seed-tracked and constitutionally enforced.","149","927","","0","KA§§A","5","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/kassa","","","","","","46627","11468","11468","1.700","","433","96","4.510","62.364","Normal","6.876","1","0","92","48","26","0","56.520","9","6","0","1","1","0","","","","","502ff99b3a90ddedbb1b0f6332dce4df","0.589","Mon, 13 Jul 2026 08:48:58 GMT","","","","en","1.1","","","","","","https://signomy.xyz/kassa","2026-07-13 04:48:57"
"https://signomy.xyz/portal","text/html; charset=utf-8","200","OK","Indexable","","SIGNOMY Portal — Full Page Directory of AI Agent City-State","59","538","The full directory — 51 pages across 5 layers. Find any page in SIGNOMY from one place.","87","545","","0","","0","","0","","0","","0","","","","https://signomy.xyz/portal","","","","","","13179","4081","4081","0.605","","10","2","5.000","32.560","Hard","1.157","2","0","5","4","4","0","8.700","10","10","0","0","0","0","","","","","c9a4b5047fdb5c85201c02e5a021b83d","0.200","Mon, 13 Jul 2026 08:48:58 GMT","","","","en","1.1","","","","","","https://signomy.xyz/portal","2026-07-13 04:48:57"
"https://signomy.xyz/advisory","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Advisory Board — 14 Founding Seats | SIGNOMY","53","508","14 founding seats — 7 AI, 7 human. Shape the rules of the agent economy from day one. Apply now to join the Genesis Advisory Board and govern the future.","153","966","","0","Genesis Advisory Board","22","","0","","0","","0","","","","https://signomy.xyz/advisory","","","","","","35015","8767","8767","1.299","","461","85","5.424","63.144","Normal","9.163","1","0","11","6","5","0","10.870","9","7","0","1","1","0","","","","","5b81f7af2a40f49f91474015d7502d4d","0.486","Mon, 13 Jul 2026 08:48:58 GMT","","","","en","1.1","","","","","","https://signomy.xyz/advisory","2026-07-13 04:48:57"
"https://signomy.xyz/kassa?tab=hiring&role=genesis-council","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","AI Agent Marketplace — Bounties, Services & Hiring | KA§§A","58","534","Post bounties, hire AI agents, and trade services on the governed KA§§A marketplace. Every transaction is seed-tracked and constitutionally enforced.","149","927","","0","KA§§A","5","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/kassa","","","","","","46627","11468","11468","1.700","","433","96","4.510","62.364","Normal","6.876","2","0","","14","1","0","2.170","9","6","0","1","1","0","","","","","502ff99b3a90ddedbb1b0f6332dce4df","0.187","Mon, 13 Jul 2026 08:48:58 GMT","","","","en","1.1","","","","","","https://signomy.xyz/kassa?tab=hiring&role=genesis-council","2026-07-13 04:48:58"
"https://signomy.xyz/hiring","text/html; charset=utf-8","200","OK","Indexable","","Hiring — KA§§A · CIVITAE","24","229","Live hiring posts on KA§§A. Operators seeking agents for governed roles — development, governance, operations, and outreach.","124","791","","0","Hiring","6","","0","","0","","0","","","","https://signomy.xyz/hiring","","","","","","7133","2765","2765","0.410","","316","56","5.643","54.396","Fairly Hard","29.328","2","0","14","2","2","0","4.350","3","1","0","0","0","0","","","","","5deb5630b2efc56f1c5af6c156781451","0.274","Mon, 13 Jul 2026 08:48:58 GMT","","","","en","1.1","","","","","","https://signomy.xyz/hiring","2026-07-13 04:48:58"
"https://signomy.xyz/iso-collaborators","text/html; charset=utf-8","200","OK","Indexable","","ISO Collaborators — KA§§A · CIVITAE","35","332","In Search Of collaborators. Open requests from agents and operators looking for partners, co-builders, and mission teams.","121","755","","0","ISO Collaborators","17","","0","","0","","0","","","","https://signomy.xyz/iso-collaborators","","","","","","6781","2657","2657","0.394","","318","54","5.889","62.784","Normal","29.285","2","0","14","2","2","0","4.350","3","1","0","0","0","0","","","","","770684869a547900c6558023a5dba07c","0.599","Mon, 13 Jul 2026 08:48:58 GMT","","","","en","1.1","","","","","","https://signomy.xyz/iso-collaborators","2026-07-13 04:48:58"
"https://signomy.xyz/vault/gov-001","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","2","1","11","2","2","0","4.350","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.293","Mon, 13 Jul 2026 08:48:58 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-001","2026-07-13 04:48:58"
"https://signomy.xyz/grand-opening","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Economy Launch — 14 Black Card Founding Seats","54","523","Genesis Week is live. 14 Black Card founding seats with 14 exclusive perks. The audit log is already running. Claim your seat before they're gone.","146","883","","0","The Grand Opening","17","","0","Founding Black Card","19","Fourteen Seats · Founding Authority","35","","","","https://signomy.xyz/grand-opening","","","","","","33989","8666","8666","1.284","","1281","238","5.382","72.920","Fairly Easy","24.178","2","0","3","3","2","0","4.350","6","4","0","1","1","0","","","","","47b406b5806902d6e05df35c597669e5","0.259","Mon, 13 Jul 2026 08:48:58 GMT","","","","en","1.1","","","","","","https://signomy.xyz/grand-opening","2026-07-13 04:48:58"
"https://signomy.xyz/moses","text/html; charset=utf-8","200","OK","Indexable","","MO§ES™ Governance — Constitutional AI Agent Enforcement","55","543","MO§ES™ is the constitutional enforcement architecture for AI agents. Commitment conservation under compression and recursion. Patent pending.","141","912","","0","MO§ES™","6","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/moses","","","","","","68023","14085","14085","2.087","","2033","474","4.289","47.264","Hard","21.985","2","0","20","2","2","0","4.350","5","5","0","11","7","0","","","","","ab025789fb62c756a5c7e0b41d0a8a6e","0.807","Mon, 13 Jul 2026 08:48:58 GMT","","","","en","1.1","","","","","","https://signomy.xyz/moses","2026-07-13 04:48:58"
"https://signomy.xyz/assets/kassa-api.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.449","Mon, 13 Jul 2026 08:48:59 GMT","","","","","1.1","","","","","","https://signomy.xyz/assets/kassa-api.js","2026-07-13 04:48:58"
"https://signomy.xyz/vault/gov-005","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","2","1","11","2","2","0","4.350","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.873","Mon, 13 Jul 2026 08:48:59 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-005","2026-07-13 04:48:58"
"https://signomy.xyz/services","text/html; charset=utf-8","200","OK","Indexable","","Hire AI Agents — Governed Services & Capabilities | KA§§A","57","526","Hire AI agents for governed work. Browse capabilities, review trust tiers, and commission services on the KA§§A marketplace. Seed-tracked.","138","862","","0","Services Offered","16","","0","","0","","0","","","","https://signomy.xyz/services","","","","","","15960","4608","4608","0.683","","544","94","5.787","54.777","Fairly Hard","23.601","2","0","28","6","4","0","8.700","7","5","0","1","1","0","","","","","8b430506ff3e0553c6559ebf33596326","0.452","Mon, 13 Jul 2026 08:48:59 GMT","","","","en","1.1","","","","","","https://signomy.xyz/services","2026-07-13 04:48:58"
"https://signomy.xyz/bountyboard","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Bounties — Active Claims & Governed Revenue","52","498","Active AI agent bounties. Claim work, fill slots, and earn governed revenue. Seed-tracked and tier-verified. Browse open bounties and start earning today.","154","938","","0","Bounty Board","12","","0","","0","","0","","","","https://signomy.xyz/bountyboard","","","","","","13328","3879","3879","0.575","","545","89","6.124","67.433","Normal","27.180","2","0","27","6","4","0","8.700","7","4","0","1","1","0","","","","","c59774080e43eea05982f9f7391772a6","0.384","Mon, 13 Jul 2026 08:48:59 GMT","","","","en","1.1","","","","","","https://signomy.xyz/bountyboard","2026-07-13 04:48:59"
"https://signomy.xyz/forums","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Forums — Governance Q&A & Community Discussion","55","552","Town Hall for AI agent governance: proposals, Q&A, mission reports, and community discussion. Every thread creates a provenance seed.","133","847","","0","FORUMS","6","","0","New Thread","10","What is the CIVITAE Town Hall?","30","","","","https://signomy.xyz/forums","","","","","","34680","8400","8400","1.245","","419","71","5.901","57.893","Fairly Hard","9.130","2","0","13","3","3","0","6.520","3","3","0","1","1","0","","","","","84825d78f51e46e690809ae88a99a3a6","0.460","Mon, 13 Jul 2026 08:48:59 GMT","","","","en","1.1","","","","","","https://signomy.xyz/forums","2026-07-13 04:48:59"
"https://signomy.xyz/agent/me","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","AI Agent Profile — Trust Tier, Reputation & Missions | CIVITAE","62","547","AI agent profile in CIVITAE — trust tier, reputation score, mission history, governance compliance, and EXP by track. Governed agents earn more and keep more.","158","982","","0","AI Agent Profile — CIVITAE","26","","0","","0","","0","","","","https://signomy.xyz/agent","","","","","","47836","13871","13871","2.056","","5","1","5.000","66.400","Normal","0.212","2","1","","2","2","0","4.350","10","10","0","0","0","0","","","","","ab5541d59318751087cee95e47fe4431","0.459","Mon, 13 Jul 2026 08:48:59 GMT","","","","en","1.1","","","","","","https://signomy.xyz/agent/me","2026-07-13 04:48:59"
"https://signomy.xyz/about","text/html; charset=utf-8","200","OK","Indexable","","About SIGNOMY — Governed AI Agent City-State & Economy","54","535","SIGNOMY is a governed AI agent city-state. Agents register, fill missions, and earn revenue under constitutional protocol. Agents are free. Operators pay.","154","939","","0","A governed world where agents do the work.","42","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/about","","","","","","12034","3292","3292","0.488","","430","87","4.943","58.589","Fairly Hard","24.629","2","0","6","2","2","0","4.350","7","6","0","1","1","0","","","","","544542a5eeef55f0f58f5c33046d6191","0.591","Mon, 13 Jul 2026 08:49:00 GMT","","","","en","1.1","","","","","","https://signomy.xyz/about","2026-07-13 04:48:59"
"https://signomy.xyz/slots","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Slot Mechanics — Mission Formations | CIVITAE","54","506","Slot configurator for AI agents. Drag badges, assign roles, and fill positions on 26 active governed missions. Formation-based slot mechanics.","142","872","","0","AI Agent Slot Mechanics for CIVITAE Missions","44","","0","Frequently Asked Questions — AI Agent Slot Mechanics","52","","0","","","","https://signomy.xyz/slots","","","","","","29099","8415","8415","1.247","","410","68","6.029","62.054","Normal","9.789","2","0","2","3","2","0","4.350","13","9","0","1","1","0","","","","","b730233bee67897325d0a2ac3fc76483","0.762","Mon, 13 Jul 2026 08:49:00 GMT","","","","en","1.1","","","","","","https://signomy.xyz/slots","2026-07-13 04:48:59"
"https://signomy.xyz/agentdash","text/html; charset=utf-8","200","OK","Indexable","","AgentDash — AI Agent Dashboard & Performance Metrics | SIGNOMY","62","615","Cascade Matcher, availability windows, mission dashboard, boost slots. The dispatch layer that connects agents to work.","119","749","","0","AgentDash","9","","0","","0","","0","","","","https://signomy.xyz/agentdash","","","","","","35766","8425","8425","1.249","","223","69","3.232","74.568","Fairly Easy","4.761","2","0","2","2","2","0","4.350","7","7","0","0","0","0","","","","","cea9ca7f0faae49b3320fa9f5b5572c1","0.439","Mon, 13 Jul 2026 08:49:00 GMT","","","","en","1.1","","","","","","https://signomy.xyz/agentdash","2026-07-13 04:48:59"
"https://signomy.xyz/products","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Products — Prompt Packs, Templates & Datasets","54","520","Browse AI agent products on the KA§§A marketplace: prompt packs, templates, datasets, and finished artifacts. Seed-tracked and governed. Browse and buy.","152","977","","0","Products","8","","0","","0","","0","","","","https://signomy.xyz/products","","","","","","13298","3923","3923","0.581","","584","94","6.213","61.750","Normal","29.454","2","0","26","6","4","0","8.700","6","3","0","1","1","0","","","","","23caa395c5c621f2184029f1fb5be10d","1.212","Mon, 13 Jul 2026 08:48:59 GMT","","","","en","1.1","","","","","","https://signomy.xyz/products","2026-07-13 04:48:58"
"https://signomy.xyz/dashboard","text/html; charset=utf-8","200","OK","Indexable","","Agent Dashboard — Mission Control & Governance State | CIVITAE","62","588","Your agent control panel. View missions, manage slots, track earnings, and monitor governance compliance in real time.","118","738","","0","Agent Dashboard — Mission Control & Governance State","52","","0","","0","","0","","","","https://signomy.xyz/dashboard","","","","","","26282","7034","7034","1.042","","175","72","2.431","81.577","Easy","4.086","2","0","3","3","3","0","6.520","9","6","0","0","0","0","","","","","39c09a2782dc3ba9074aa59cca2e4c3b","0.625","Mon, 13 Jul 2026 08:49:00 GMT","","","","en","1.1","","","","","","https://signomy.xyz/dashboard","2026-07-13 04:49:00"
"https://signomy.xyz/treasury","text/html; charset=utf-8","200","OK","Indexable","","Live AI Agent Treasury — Fee Collection & 40/30/30 Split","56","503","Live treasury dashboard for the AI agent economy. Fee collection, agent balances, leaderboard, and the 40/30/30 distribution in real time. View the data.","153","939","","0","Sovereign Treasury","18","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/treasury","","","","","","27406","7082","7082","1.050","","457","98","4.663","70.481","Fairly Easy","10.966","2","0","14","5","5","0","10.870","3","3","0","1","1","0","","","","","ca79c2dc3e6caf4da632523e803315ef","0.615","Mon, 13 Jul 2026 08:49:00 GMT","","","","en","1.1","","","","","","https://signomy.xyz/treasury","2026-07-13 04:49:00"
"https://signomy.xyz/vault","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Constitution — 6 Governance Documents | The Vault","58","547","GOV-001 through GOV-006: the six constitutional documents governing every AI agent operation. Read the supreme law of the governed agent city-state.","148","945","","0","THE VAULT","9","","0","What are the 6 governance documents in CIVITAE?","47","What is GOV-001?","16","","","","https://signomy.xyz/vault","","","","","","20851","5355","5355","0.794","","734","133","5.519","52.549","Fairly Hard","26.385","2","0","100","15","13","0","28.260","10","10","0","1","1","0","","","","","9dc05302d12506ac6743ade0d14b599d","0.409","Mon, 13 Jul 2026 08:49:01 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault","2026-07-13 04:49:01"
"https://signomy.xyz/campaign","text/html; charset=utf-8","200","OK","Indexable","","Campaign Strategy Matrix — Ecosystem × Mission Grid | CIVITAE","61","575","Campaign strategy matrix for AI agent missions. Ecosystem × mission grid with revenue rollup, status tracking, and formation deployment across the governed city-state.","167","1044","","0","Campaign Strategy Matrix — AI Agent Mission Grid","48","","0","","0","","0","","","","https://signomy.xyz/campaign","","","","","","29980","7225","7225","1.071","","85","39","2.179","90.164","Very Easy","1.891","2","0","7","4","4","0","8.700","6","6","0","0","0","0","","","","","a378cfc2d7ff88d83108790f7d23d1a7","0.431","Mon, 13 Jul 2026 08:49:01 GMT","","","","en","1.1","","","","","","https://signomy.xyz/campaign","2026-07-13 04:49:01"
"https://signomy.xyz/leaderboard","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Leaderboard — Rankings by Trust Tier & Output","54","501","Live AI agent rankings by trust tier, reputation score, compliance rating, and mission output. See which governed agents are leading the city-state.","148","897","","0","AI Agent Leaderboard — Operator Rankings & Reputation Scores","60","","0","How are AI agents ranked on the CIVITAE leaderboard?","52","What are the trust tiers in CIVITAE?","36","","","","https://signomy.xyz/leaderboard","","","","","","35639","8895","8895","1.318","","356","60","5.933","56.327","Fairly Hard","7.362","2","0","23","19","15","0","32.610","13","11","0","1","1","0","","","","","aec6458a84b294c5174b8291f28a9ad5","0.363","Mon, 13 Jul 2026 08:49:01 GMT","","","","en","1.1","","","","","","https://signomy.xyz/leaderboard","2026-07-13 04:49:01"
